Sampling_Date,SampleTrackerNo,Year,Month,Season,Operator,co2_treatment,Ring,Block,Collar_Unique_ID,ch4_flux,ch4_mdf,co2_flux,co2_mdf,n2o_flux,n2o_mdf,Sampling_Date_tz
2013-02-10,4154.0,2013,Oct,Spring,Pankaj,Elevated,5,3,5.1,-33.315,9.808,72.442,3.878,-1.8599999999999999,13.876,2013-02-10 00:00:00+11:00
2013-02-10,4155.0,2013,Oct,Spring,Pankaj,Elevated,5,3,5.2,-42.898,10.032,82.05799999999999,3.966,-1.8599999999999999,14.192,2013-02-10 00:00:00+11:00
2013-02-10,4156.0,2013,Oct,Spring,Pankaj,Elevated,5,3,5.3,-37.029,10.08,43.602,3.986,-1.8599999999999999,14.261,2013-02-10 00:00:00+11:00
2013-02-10,4157.0,2013,Oct,Spring,Pankaj,Elevated,5,3,5.4,-50.902,10.241,59.42100000000001,4.0489999999999995,-4.615,4.198,2013-02-10 00:00:00+11:00
2013-02-10,4158.0,2013,Oct,Spring,Pankaj,Elevated,5,3,5.5,-62.721000000000004,9.682,63.995,3.8280000000000003,-1.004,3.969,2013-02-10 00:00:00+11:00
2013-02-10,4159.0,2013,Oct,Spring,Pankaj,Elevated,5,3,5.6,-30.898000000000003,10.147,56.853,4.012,-2.5580000000000003,4.159,2013-02-10 00:00:00+11:00
2013-02-10,4160.0,2013,Oct,Spring,Yui,Ambient,6,3,6.1,-48.99100000000001,10.18,110.473,4.025,5.747000000000001,4.173,2013-02-10 00:00:00+11:00
2013-02-10,4161.0,2013,Oct,Spring,Yui,Ambient,6,3,6.2,-29.482,10.065,126.984,3.98,11.572000000000001,4.126,2013-02-10 00:00:00+11:00
2013-02-10,4162.0,2013,Oct,Spring,Yui,Ambient,6,3,6.3,-41.00899999999999,9.766,98.178,3.861,10.798,4.003,2013-02-10 00:00:00+11:00
2013-02-10,4163.0,2013,Oct,Spring,Yui,Ambient,6,3,6.4,-45.233999999999995,10.265,72.08,4.059,-0.361,4.208,2013-02-10 00:00:00+11:00
2013-02-10,4164.0,2013,Oct,Spring,Yui,Ambient,6,3,6.5,-43.525,10.453,92.223,4.133,-0.529,4.285,2013-02-10 00:00:00+11:00
2013-02-10,4165.0,2013,Oct,Spring,Yui,Ambient,6,3,6.6,-16.237000000000002,9.915,76.265,3.92,6.809,4.064,2013-02-10 00:00:00+11:00
2013-02-10,4166.0,2013,Oct,Spring,Yui,Ambient,6,3,6.7,-50.156000000000006,9.898,76.202,3.9139999999999997,-1.182,4.0569999999999995,2013-02-10 00:00:00+11:00
2013-03-09,3540.0,2013,Sep,Winter,Catarina,Elevated,1,1,1.0,-7.105,10.132,79.017,4.006,3.1660000000000004,4.1530000000000005,2013-03-09 00:00:00+11:00
2013-03-09,3541.0,2013,Sep,Winter,Catarina,Elevated,1,1,1.1,-39.941,10.052,27.086,3.975,0.332,4.12,2013-03-09 00:00:00+11:00
2013-03-09,3542.0,2013,Sep,Winter,Catarina,Elevated,1,1,1.2,-43.188,9.737,42.223,3.85,1.9355,3.991,2013-03-09 00:00:00+11:00
2013-03-09,3543.0,2013,Sep,Winter,Catarina,Elevated,1,1,1.4,-35.818000000000005,10.255,58.685,4.055,-0.5429999999999999,4.204,2013-03-09 00:00:00+11:00
2013-03-09,3544.0,2013,Sep,Winter,Catarina,Elevated,1,1,1.5,-35.26,10.408,48.898999999999994,4.115,4.102,4.266,2013-03-09 00:00:00+11:00
2013-03-09,3545.0,2013,Sep,Winter,Catarina,Elevated,1,1,1.6,-60.32,11.014000000000001,44.768,4.355,1.8869999999999998,4.515,2013-03-09 00:00:00+11:00
2013-03-09,3546.0,2013,Sep,Winter,Catarina,Elevated,1,1,1.7,-33.747,10.255,35.872,4.055,2.6689999999999996,4.203,2013-03-09 00:00:00+11:00
2013-03-09,3547.0,2013,Sep,Winter,Loic,Ambient,2,1,2.0,-25.761,10.349,41.075,4.092,4.567,4.242,2013-03-09 00:00:00+11:00
2013-03-09,3548.0,2013,Sep,Winter,Loic,Ambient,2,1,2.1,-20.197,10.249,53.727,4.052,2.191,4.2010000000000005,2013-03-09 00:00:00+11:00
2013-03-09,3549.0,2013,Sep,Winter,Loic,Ambient,2,1,2.2,-35.599000000000004,9.498,37.635,3.755,2.0980000000000003,3.8930000000000002,2013-03-09 00:00:00+11:00
2013-03-09,3550.0,2013,Sep,Winter,Loic,Ambient,2,1,2.3,-20.671,10.450999999999999,45.181999999999995,4.132,5.27,4.284,2013-03-09 00:00:00+11:00
2013-03-09,3551.0,2013,Sep,Winter,Loic,Ambient,2,1,2.5,-31.519000000000002,10.47,41.681000000000004,4.14,-0.7559999999999999,4.292,2013-03-09 00:00:00+11:00
2013-03-09,3552.0,2013,Sep,Winter,Loic,Ambient,2,1,2.6,-18.218,10.468,36.69,4.138999999999999,1.99,4.291,2013-03-09 00:00:00+11:00
2013-03-09,3553.0,2013,Sep,Winter,Loic,Ambient,2,1,2.7,-25.709,10.342,60.628,4.0889999999999995,2.6010000000000004,4.239,2013-03-09 00:00:00+11:00
2013-03-09,3554.0,2013,Sep,Winter,Loic,Ambient,3,2,3.0,-40.012,9.918,66.507,3.9219999999999997,0.081,4.066,2013-03-09 00:00:00+11:00
2013-03-09,3555.0,2013,Sep,Winter,Loic,Ambient,3,2,3.1,-45.148,9.697000000000001,61.542,3.8339999999999996,-2.66,3.975,2013-03-09 00:00:00+11:00
2013-03-09,3556.0,2013,Sep,Winter,Loic,Ambient,3,2,3.2,-50.053999999999995,10.279000000000002,63.033,4.064,-2.738,4.213,2013-03-09 00:00:00+11:00
2013-03-09,3557.0,2013,Sep,Winter,Loic,Ambient,3,2,3.4,-29.914,10.187000000000001,53.821999999999996,4.0280000000000005,-0.9344999999999999,4.176,2013-03-09 00:00:00+11:00
2013-03-09,3558.0,2013,Sep,Winter,Loic,Ambient,3,2,3.5,-39.304,10.158999999999999,56.896,4.0169999999999995,-2.478,4.164,2013-03-09 00:00:00+11:00
2013-03-09,3559.0,2013,Sep,Winter,Loic,Ambient,3,2,3.6,-50.381,10.062000000000001,65.594,3.978,0.157,4.124,2013-03-09 00:00:00+11:00
2013-03-09,3560.0,2013,Sep,Winter,Loic,Ambient,3,2,3.7,-42.34,9.796,80.887,3.873,2.031,4.016,2013-03-09 00:00:00+11:00
2013-03-09,3561.0,2013,Sep,Winter,Loic,Elevated,4,2,4.0,-55.466,10.525,79.372,4.162,-0.231,4.314,2013-03-09 00:00:00+11:00
2013-03-09,3562.0,2013,Sep,Winter,Loic,Elevated,4,2,4.1,-38.551,10.720999999999998,82.229,4.239,-2.97,4.395,2013-03-09 00:00:00+11:00
2013-03-09,3563.0,2013,Sep,Winter,Loic,Elevated,4,2,4.3,-31.160999999999998,9.817,25.61,3.8819999999999997,1.8219999999999998,4.024,2013-03-09 00:00:00+11:00
2013-03-09,3564.0,2013,Sep,Winter,Loic,Elevated,4,2,4.4,-28.559,10.424000000000001,76.499,4.122,-0.052000000000000005,4.273,2013-03-09 00:00:00+11:00
2013-03-09,3565.0,2013,Sep,Winter,Loic,Elevated,4,2,4.5,-48.18899999999999,10.353,80.372,4.093,-5.06,4.244,2013-03-09 00:00:00+11:00
2013-03-09,3566.0,2013,Sep,Winter,Loic,Elevated,4,2,4.6,-57.806000000000004,10.889000000000001,88.686,4.306,-7.221,4.4639999999999995,2013-03-09 00:00:00+11:00
2013-03-09,3567.0,2013,Sep,Winter,Loic,Elevated,4,2,4.7,-42.306999999999995,9.767999999999999,65.315,3.862,9.204,4.004,2013-03-09 00:00:00+11:00
2013-03-09,3568.0,2013,Sep,Winter,Catarina,Elevated,5,3,5.0,-33.672,9.801,58.633,3.875,0.456,4.0169999999999995,2013-03-09 00:00:00+11:00
2013-03-09,3569.0,2013,Sep,Winter,Catarina,Elevated,5,3,5.1,-48.872,9.943999999999999,80.197,3.932,1.7480000000000002,4.0760000000000005,2013-03-09 00:00:00+11:00
2013-03-09,3570.0,2013,Sep,Winter,Catarina,Elevated,5,3,5.2,-55.213,10.096,85.655,3.992,-0.281,4.138,2013-03-09 00:00:00+11:00
2013-03-09,3571.0,2013,Sep,Winter,Catarina,Elevated,5,3,5.3,-45.065,10.014,90.73899999999999,3.9589999999999996,5.0680000000000005,4.105,2013-03-09 00:00:00+11:00
2013-03-09,3572.0,2013,Sep,Winter,Catarina,Elevated,5,3,5.4,-38.032,10.433,113.464,4.125,1.7477500000000001,14.76,2013-03-09 00:00:00+11:00
2013-03-09,3573.0,2013,Sep,Winter,Catarina,Elevated,5,3,5.5,-25.421999999999997,9.86,95.46700000000001,3.8989999999999996,1.7477500000000001,13.95,2013-03-09 00:00:00+11:00
2013-03-09,3574.0,2013,Sep,Winter,Catarina,Elevated,5,3,5.6,-54.903999999999996,10.284,100.087,4.066,1.7477500000000001,14.55,2013-03-09 00:00:00+11:00
2013-03-09,3575.0,2013,Sep,Winter,Catarina,Ambient,6,3,6.1,-52.721000000000004,10.359000000000002,104.49600000000001,4.096,6.4834000000000005,14.655,2013-03-09 00:00:00+11:00
2013-03-09,3576.0,2013,Sep,Winter,Catarina,Ambient,6,3,6.2,-40.475,10.214,139.684,4.039,6.4834000000000005,14.450999999999999,2013-03-09 00:00:00+11:00
2013-03-09,3577.0,2013,Sep,Winter,Catarina,Ambient,6,3,6.3,-49.56399999999999,9.871,111.198,3.903,17.164,4.046,2013-03-09 00:00:00+11:00
2013-03-09,3578.0,2013,Sep,Winter,Catarina,Ambient,6,3,6.4,-46.167,10.379000000000001,99.652,4.104,6.5360000000000005,4.254,2013-03-09 00:00:00+11:00
2013-03-09,3579.0,2013,Sep,Winter,Catarina,Ambient,6,3,6.5,-56.51,10.568,106.66799999999999,4.178999999999999,2.1319999999999997,4.332,2013-03-09 00:00:00+11:00
2013-03-09,3580.0,2013,Sep,Winter,Catarina,Ambient,6,3,6.6,-30.258000000000003,9.991,125.161,3.95,6.513999999999999,4.095,2013-03-09 00:00:00+11:00
2013-03-09,3581.0,2013,Sep,Winter,Catarina,Ambient,6,3,6.7,-41.586000000000006,10.044,95.27799999999999,3.972,0.071,4.117,2013-03-09 00:00:00+11:00
2013-05-07,3270.0,2013,Jul,Winter,Loic,Elevated,1,1,1.0,-4.545,10.545,64.74,4.17,-5.7989999999999995,4.323,2013-05-07 00:00:00+10:00
2013-05-07,3271.0,2013,Jul,Winter,Loic,Elevated,1,1,1.1,12.966,10.193999999999999,77.634,4.031000000000001,6.007000000000001,4.178999999999999,2013-05-07 00:00:00+10:00
2013-05-07,3272.0,2013,Jul,Winter,Loic,Elevated,1,1,1.2,1.869,9.861,81.316,3.8989999999999996,1.901,4.042,2013-05-07 00:00:00+10:00
2013-05-07,3273.0,2013,Jul,Winter,Loic,Elevated,1,1,1.4,8.734,10.448,90.77,4.131,7.0729999999999995,4.283,2013-05-07 00:00:00+10:00
2013-05-07,3274.0,2013,Jul,Winter,Loic,Elevated,1,1,1.5,5.1370000000000005,10.517999999999999,103.902,4.159,8.611,4.312,2013-05-07 00:00:00+10:00
2013-05-07,3275.0,2013,Jul,Winter,Loic,Elevated,1,1,1.6,-4.5,11.147,50.438,4.408,-1.66,4.569,2013-05-07 00:00:00+10:00
2013-05-07,3276.0,2013,Jul,Winter,Loic,Elevated,1,1,1.7,-6.047999999999999,10.385,88.195,4.106,1.207,4.257,2013-05-07 00:00:00+10:00
2013-05-07,3277.0,2013,Jul,Winter,Yui,Ambient,2,1,2.0,-14.753,10.693,63.223,4.228,0.775,4.383,2013-05-07 00:00:00+10:00
2013-05-07,3278.0,2013,Jul,Winter,Yui,Ambient,2,1,2.1,-8.32,10.579,94.329,4.183,3.387,4.336,2013-05-07 00:00:00+10:00
2013-05-07,3279.0,2013,Jul,Winter,Yui,Ambient,2,1,2.2,-7.457000000000001,9.687000000000001,68.007,3.83,-4.294,3.971,2013-05-07 00:00:00+10:00
2013-05-07,3280.0,2013,Jul,Winter,Yui,Ambient,2,1,2.3,-6.296,10.690999999999999,58.086999999999996,4.227,3.655,4.382,2013-05-07 00:00:00+10:00
2013-05-07,3281.0,2013,Jul,Winter,Yui,Ambient,2,1,2.5,-15.03,10.807,65.972,4.273,5.672000000000001,4.43,2013-05-07 00:00:00+10:00
2013-05-07,3282.0,2013,Jul,Winter,Yui,Ambient,2,1,2.6,-11.572000000000001,10.764000000000001,64.26100000000001,4.256,1.432,4.412,2013-05-07 00:00:00+10:00
2013-05-07,3283.0,2013,Jul,Winter,Yui,Ambient,2,1,2.7,-5.893,10.493,105.542,4.149,14.272,4.301,2013-05-07 00:00:00+10:00
2013-05-07,3284.0,2013,Jul,Winter,Yui,Ambient,3,2,3.0,-10.222000000000001,10.264000000000001,81.927,4.058,-1.994,4.207,2013-05-07 00:00:00+10:00
2013-05-07,3285.0,2013,Jul,Winter,Yui,Ambient,3,2,3.1,-11.475999999999999,10.071,84.65299999999999,3.9819999999999998,4.2989999999999995,4.128,2013-05-07 00:00:00+10:00
2013-05-07,3286.0,2013,Jul,Winter,Yui,Ambient,3,2,3.2,-5.183,10.597999999999999,78.54,4.191,0.7120000000000001,4.343999999999999,2013-05-07 00:00:00+10:00
2013-05-07,3287.0,2013,Jul,Winter,Yui,Ambient,3,2,3.4,-11.238,10.465,69.172,4.138,3.447,4.289,2013-05-07 00:00:00+10:00
2013-05-07,3288.0,2013,Jul,Winter,Yui,Ambient,3,2,3.5,-9.853,10.38,73.115,4.104,-0.083,4.255,2013-05-07 00:00:00+10:00
2013-05-07,3289.0,2013,Jul,Winter,Yui,Ambient,3,2,3.6,-11.83,10.315,77.937,4.078,2.351,4.228,2013-05-07 00:00:00+10:00
2013-05-07,3290.0,2013,Jul,Winter,Yui,Ambient,3,2,3.7,-9.529,10.104,73.413,3.995,-0.547,4.1419999999999995,2013-05-07 00:00:00+10:00
2013-05-07,3291.0,2013,Jul,Winter,Yui,Elevated,4,2,4.0,-24.38,10.543,106.041,4.169,3.012,4.322,2013-05-07 00:00:00+10:00
2013-05-07,3292.0,2013,Jul,Winter,Yui,Elevated,4,2,4.1,2.539,10.945,85.588,4.328,7.102,4.487,2013-05-07 00:00:00+10:00
2013-05-07,3293.0,2013,Jul,Winter,Yui,Elevated,4,2,4.3,-4.033,9.87,62.65,3.903,3.0869999999999997,4.046,2013-05-07 00:00:00+10:00
2013-05-07,3294.0,2013,Jul,Winter,Yui,Elevated,4,2,4.4,-9.42,10.549000000000001,44.401,4.171,7.603,4.324,2013-05-07 00:00:00+10:00
2013-05-07,3295.0,2013,Jul,Winter,Yui,Elevated,4,2,4.5,-4.62,10.502,72.965,4.1530000000000005,6.084,4.305,2013-05-07 00:00:00+10:00
2013-05-07,3296.0,2013,Jul,Winter,Yui,Elevated,4,2,4.6,-12.828,10.982999999999999,106.055,4.343,3.759,4.502,2013-05-07 00:00:00+10:00
2013-05-07,3297.0,2013,Jul,Winter,Yui,Elevated,4,2,4.7,-9.038,9.835,59.282,3.889,7.004,4.031000000000001,2013-05-07 00:00:00+10:00
2013-05-07,3298.0,2013,Jul,Winter,Loic,Elevated,5,3,5.0,-6.051,9.898,52.106,3.9139999999999997,6.021,4.0569999999999995,2013-05-07 00:00:00+10:00
2013-05-07,3299.0,2013,Jul,Winter,Loic,Elevated,5,3,5.1,-18.127,10.105,68.73100000000001,3.995,4.843,4.1419999999999995,2013-05-07 00:00:00+10:00
2013-05-07,3300.0,2013,Jul,Winter,Loic,Elevated,5,3,5.2,-13.710999999999999,10.399000000000001,93.914,4.112,17.024,4.263,2013-05-07 00:00:00+10:00
2013-05-07,3301.0,2013,Jul,Winter,Loic,Elevated,5,3,5.3,-2.552,10.504000000000001,72.40899999999999,4.1530000000000005,-1.6669999999999998,4.306,2013-05-07 00:00:00+10:00
2013-05-07,3302.0,2013,Jul,Winter,Loic,Elevated,5,3,5.4,-10.017000000000001,10.544,81.89699999999999,4.169,0.23600000000000002,4.322,2013-05-07 00:00:00+10:00
2013-05-07,3303.0,2013,Jul,Winter,Loic,Elevated,5,3,5.5,-14.18,9.975,59.281000000000006,3.944,-1.09,4.0889999999999995,2013-05-07 00:00:00+10:00
2013-05-07,3304.0,2013,Jul,Winter,Loic,Elevated,5,3,5.6,-1.15,10.515,62.61,4.158,13.865,4.31,2013-05-07 00:00:00+10:00
2013-05-07,3305.0,2013,Jul,Winter,Loic,Ambient,6,3,6.1,-11.402999999999999,10.550999999999998,94.081,4.172,32.54,4.325,2013-05-07 00:00:00+10:00
2013-05-07,3306.0,2013,Jul,Winter,Loic,Ambient,6,3,6.2,-3.04,10.389000000000001,100.359,4.1080000000000005,43.506,14.699000000000002,2013-05-07 00:00:00+10:00
2013-05-07,3307.0,2013,Jul,Winter,Loic,Ambient,6,3,6.3,-8.237,10.039,83.90799999999999,3.97,11.290999999999999,4.115,2013-05-07 00:00:00+10:00
2013-05-07,3308.0,2013,Jul,Winter,Loic,Ambient,6,3,6.4,-6.445,10.683,76.071,4.224,8.823,4.379,2013-05-07 00:00:00+10:00
2013-05-07,3309.0,2013,Jul,Winter,Loic,Ambient,6,3,6.5,-8.088,10.878,93.13799999999999,4.301,4.058,4.459,2013-05-07 00:00:00+10:00
2013-05-07,3310.0,2013,Jul,Winter,Loic,Ambient,6,3,6.6,0.042,10.161,96.134,4.018,15.722000000000001,4.165,2013-05-07 00:00:00+10:00
2013-05-07,3311.0,2013,Jul,Winter,Loic,Ambient,6,3,6.7,-9.094,10.203,75.595,4.034,4.084,4.1819999999999995,2013-05-07 00:00:00+10:00
2013-06-05,2652.0,2013,May,Autumn,Loic,Elevated,1,1,1.0,-21.653000000000002,10.505999999999998,73.752,4.154,-5.688,4.306,2013-06-05 00:00:00+10:00
2013-06-05,2653.0,2013,May,Autumn,Loic,Elevated,1,1,1.1,-16.542,10.176,53.102,4.024,7.282,4.171,2013-06-05 00:00:00+10:00
2013-06-05,2654.0,2013,May,Autumn,Loic,Elevated,1,1,1.2,-29.811,9.841000000000001,77.92699999999999,3.891,-2.489,4.034,2013-06-05 00:00:00+10:00
2013-06-05,2655.0,2013,May,Autumn,Loic,Elevated,1,1,1.4,-13.522,10.474,71.857,4.141,1.092,4.293,2013-06-05 00:00:00+10:00
2013-06-05,2656.0,2013,May,Autumn,Loic,Elevated,1,1,1.5,-27.293000000000003,10.517999999999999,124.66799999999999,4.159,6.601,4.312,2013-06-05 00:00:00+10:00
2013-06-05,2657.0,2013,May,Autumn,Loic,Elevated,1,1,1.6,-22.83866666666667,38.328,76.95916666666666,15.155,0.38633333333333325,15.710999999999999,2013-06-05 00:00:00+10:00
2013-06-05,2658.0,2013,May,Autumn,Loic,Elevated,1,1,1.7,-28.211,10.382,60.449,4.105,-4.48,4.255,2013-06-05 00:00:00+10:00
2013-06-05,2659.0,2013,May,Autumn,Catarina,Ambient,2,1,2.0,-14.937000000000001,10.607999999999999,45.858000000000004,4.195,7.89,4.348,2013-06-05 00:00:00+10:00
2013-06-05,2660.0,2013,May,Autumn,Catarina,Ambient,2,1,2.1,-13.084000000000001,10.427,94.836,4.123,6.867000000000001,4.274,2013-06-05 00:00:00+10:00
2013-06-05,2661.0,2013,May,Autumn,Catarina,Ambient,2,1,2.2,-9.502,9.572000000000001,49.419,3.785,6.0760000000000005,3.924,2013-06-05 00:00:00+10:00
2013-06-05,2662.0,2013,May,Autumn,Yui,Ambient,2,1,2.3,-33.568000000000005,10.568,47.985,4.178999999999999,-2.165,4.332,2013-06-05 00:00:00+10:00
2013-06-05,2663.0,2013,May,Autumn,Catarina,Ambient,2,1,2.5,4.797,10.714,45.496,4.236000000000001,4.949833333333333,4.3919999999999995,2013-06-05 00:00:00+10:00
2013-06-05,2664.0,2013,May,Autumn,Catarina,Ambient,2,1,2.6,-13.107999999999999,10.642999999999999,55.277,4.208,6.331,4.363,2013-06-05 00:00:00+10:00
2013-06-05,2665.0,2013,May,Autumn,Yui,Ambient,2,1,2.7,-27.998,10.5,78.071,4.152,4.7,4.303999999999999,2013-06-05 00:00:00+10:00
2013-06-05,2666.0,2013,May,Autumn,Loic,Ambient,3,2,3.0,-35.821999999999996,10.121,82.23,4.002,-1.906,4.149,2013-06-05 00:00:00+10:00
2013-06-05,2667.0,2013,May,Autumn,Loic,Ambient,3,2,3.1,-19.542,9.968,104.27,3.9410000000000003,6.721,4.086,2013-06-05 00:00:00+10:00
2013-06-05,2668.0,2013,May,Autumn,Loic,Ambient,3,2,3.2,-27.701666666666668,36.106,87.521,4.136,-11.350999999999999,4.288,2013-06-05 00:00:00+10:00
2013-06-05,2669.0,2013,May,Autumn,Loic,Ambient,3,2,3.4,-35.871,10.404000000000002,89.66799999999999,4.114,1.034,4.263999999999999,2013-06-05 00:00:00+10:00
2013-06-05,2670.0,2013,May,Autumn,Pankaj,Ambient,3,2,3.5,-26.991,10.295,83.07,4.07,-6.486000000000001,4.22,2013-06-05 00:00:00+10:00
2013-06-05,2671.0,2013,May,Autumn,Pankaj,Ambient,3,2,3.6,-31.134,10.222999999999999,120.396,4.042,3.556,4.191,2013-06-05 00:00:00+10:00
2013-06-05,2672.0,2013,May,Autumn,Loic,Ambient,3,2,3.7,-16.85,9.939,121.973,3.93,-5.206,4.074,2013-06-05 00:00:00+10:00
2013-06-05,2673.0,2013,May,Autumn,Catarina,Elevated,4,2,4.0,-2.818,10.493,143.629,4.149,-0.785,4.301,2013-06-05 00:00:00+10:00
2013-06-05,2674.0,2013,May,Autumn,Catarina,Elevated,4,2,4.1,-33.466,11.005999999999998,176.963,4.352,2.031,4.511,2013-06-05 00:00:00+10:00
2013-06-05,2675.0,2013,May,Autumn,Catarina,Elevated,4,2,4.3,-9.397,9.925,110.404,3.924,-0.031,4.0680000000000005,2013-06-05 00:00:00+10:00
2013-06-05,2676.0,2013,May,Autumn,Catarina,Elevated,4,2,4.4,-5.254,10.575,113.23899999999999,4.181,4.58,4.335,2013-06-05 00:00:00+10:00
2013-06-05,2677.0,2013,May,Autumn,Catarina,Elevated,4,2,4.5,-14.413833333333331,36.199,143.872,4.147,-1.281,4.2989999999999995,2013-06-05 00:00:00+10:00
2013-06-05,2678.0,2013,May,Autumn,Catarina,Elevated,4,2,4.6,-15.384,10.982999999999999,165.118,4.343,4.18,4.502,2013-06-05 00:00:00+10:00
